,Temp_c,Dew_point_c
5957,-6.8,-11.3
5958,-6.9,-11.2
5959,-7.0,-11.0
5960,-7.1,-10.9
5961,-6.5,-10.2
5962,-6.0,-9.6
5963,-5.4,-8.9
5964,-3.9,-7.3
5965,-2.3,-5.6
5966,-0.8,-4.0
5967,-0.3,-3.6
5968,0.1,-3.2
5969,0.6,-2.8
5970,-0.8,-4.7
5971,-2.1,-6.5
5972,-3.5,-8.4
5973,-3.6,-8.6
5974,-3.8,-8.9
5975,-3.9,-9.1
5976,-3.8,-8.8
5977,-3.7,-8.6
5978,-3.6,-8.3
5979,-3.3,-7.9
5980,-3.1,-7.4
5981,-2.8,-7.0
5982,-2.8,-6.9
5983,-2.7,-6.9
5984,-2.7,-6.8
5985,-1.8,-6.0
5986,-0.9,-5.2
5987,0.0,-4.4
5988,1.0,-2.5
5989,2.1,-0.7
5990,3.1,1.2
5991,3.0,1.7
5992,2.8,2.2
5993,2.7,2.7
5994,1.9,1.5
5995,1.2,0.4
5996,0.4,-0.8
5997,0.4,-0.4
5998,0.3,-0.1
5999,0.3,0.3
6000,0.2,-0.1
6001,0.1,-0.6
6002,0.0,-1.0
6003,0.1,-0.6
6004,0.1,-0.2
6005,0.2,0.2
6006,0.2,-0.5
6007,0.1,-1.1
6008,0.1,-1.8
6009,0.3,-1.7
6010,0.6,-1.5
6011,0.8,-1.4
6012,0.8,-1.8
6013,0.9,-2.2
6014,0.9,-2.6
6015,0.5,-3.3
6016,0.2,-3.9
6017,-0.2,-4.6
6018,-0.5,-4.6
6019,-0.8,-4.5
6020,-1.1,-4.5
6021,-1.1,-4.5
6022,-1.0,-4.6
6023,-1.0,-4.6
6024,-1.1,-4.7
6025,-1.2,-4.7
6026,-1.3,-4.8
6027,-1.3,-4.7
6028,-1.2,-4.6
6029,-1.2,-4.5
6030,-1.4,-4.6
6031,-1.6,-4.7
6032,-1.8,-4.8
6033,-1.3,-4.5
6034,-0.7,-4.2
6035,-0.2,-3.9
6036,0.2,-3.7
6037,0.7,-3.4
6038,1.1,-3.2
6039,1.0,-3.1
6040,1.0,-3.1
6041,0.9,-3.0
6042,0.5,-3.1
6043,0.1,-3.3
6044,-0.3,-3.4
6045,0.1,-3.4
6046,0.4,-3.5
6047,0.8,-3.5
6720,-3.6,-10.2
6721,-3.3,-9.8
6722,-3.0,-9.4
6723,-2.7,-9.3
6724,-2.7,-9.4
6725,-3.7,-9.7
6726,-3.6,-9.9
6727,-3.5,-9.7
6728,-3.4,-9.8
6729,-3.4,-10.1
6730,-3.2,-10.1
6731,-2.5,-9.6
6732,-1.6,-8.8
6733,-1.2,-8.5
6734,-0.9,-8.2
6735,0.2,-6.9
6736,2.5,-3.9
6737,0.7,-6.3
6738,0.6,-6.7
6739,0.8,-6.2
6740,-0.1,-7.2
6741,-1.2,-7.9
6742,-2.3,-9.5
6743,-5.1,-13.5
6744,-6.7,-15.5
6745,-7.9,-16.9
6746,-9.2,-18.5
6747,-10.2,-19.7
6748,-11.0,-20.6
6749,-11.7,-21.4
6750,-12.4,-22.3
6751,-13.0,-23.0
6752,-13.6,-23.6
6753,-14.1,-24.1
6754,-14.1,-24.0
6755,-13.9,-23.9
6756,-13.9,-24.1
6757,-13.6,-24.0
6758,-13.3,-23.9
6759,-12.5,-21.1
6760,-11.9,-20.8
6761,-10.8,-20.1
6762,-11.5,-19.9
6763,-11.3,-19.5
6764,-12.9,-22.9
6765,-11.7,-20.5
6766,-12.3,-21.2
6767,-12.7,-21.1
6768,-13.7,-21.7
6769,-14.4,-22.1
6770,-12.6,-17.8
6771,-14.9,-21.7
6772,-15.0,-21.3
6773,-12.5,-16.0
6774,-15.1,-19.2
6775,-15.0,-19.8
6776,-11.2,-15.0
6777,-15.3,-21.9
6778,-14.7,-20.9
6779,-8.0,-15.3
6780,-12.0,-17.8
6781,-10.3,-16.1
6782,-5.2,-12.8
6783,-6.5,-12.5
6784,-5.0,-11.0
6785,-2.9,-9.2
6786,-4.9,-10.2
6787,-4.8,-9.8
6788,-2.5,-8.6
6789,-4.0,-9.8
6790,-3.4,-9.3
6791,-1.5,-7.8
6792,-2.1,-8.1
6793,-1.2,-7.0
6794,-0.5,-6.5
6795,0.0,-5.7
6796,0.1,-5.7
6797,-0.1,-5.9
6798,0.5,-5.0
6799,0.8,-4.7
6800,-0.2,-5.3
6801,1.1,-4.2
6802,1.7,-3.6
6803,1.5,-3.3
6804,3.8,-1.2
6805,4.3,-0.6
6806,4.1,-0.6
6807,4.7,-0.1
6808,3.7,-1.3
6809,4.1,-0.8
6810,3.6,-1.3
6811,3.5,-1.3
6812,2.9,-2.0
6813,2.8,-1.9
6814,2.8,-1.9
6815,2.8,-2.0
6816,2.3,-2.5
6817,2.1,-2.7
6818,1.8,-2.9
6819,1.4,-3.2
6820,1.0,-3.5
6821,0.9,-3.3
6822,0.7,-3.6
6823,0.4,-3.6
6824,0.5,-3.1
6825,0.6,-2.9
6826,0.9,-2.8
6827,1.2,-2.4
6828,1.9,-1.5
6829,2.3,-1.2
6830,2.5,-0.9
6831,2.4,-0.5
6832,2.5,0.2
6833,2.1,0.0
6834,1.1,-1.6
6835,0.7,-2.0
6836,0.0,-2.7
6837,-0.6,-3.2
6838,-0.8,-3.4
6839,-0.8,-3.4
6840,-0.8,-3.5
6841,-0.6,-3.6
6842,-0.3,-3.6
6843,0.1,-3.2
6844,0.5,-2.8
6845,0.9,-2.4
6846,2.3,-1.4
6847,3.8,-0.3
6848,5.2,0.7
6849,5.8,1.3
6850,6.3,1.8
6851,6.9,2.4
6852,7.5,3.2
6853,8.1,3.9
6854,8.7,4.7
6855,8.6,4.7
6856,8.6,4.7
6857,8.5,4.7
6858,7.8,3.9
6859,7.1,3.0
6860,6.4,2.2
6861,5.5,1.0
6862,4.5,-0.2
6863,3.6,-1.4
6864,3.2,-2.1
6865,2.7,-2.7
6866,2.3,-3.4
6867,1.7,-4.2
6868,1.0,-5.1
6869,0.4,-5.9
6870,-0.2,-6.6
6871,-0.7,-7.2
6872,-1.3,-7.9
6873,-1.1,-7.5
6874,-0.9,-7.2
6875,-0.7,-6.8
6876,0.0,-6.0
6877,0.8,-5.1
6878,1.5,-4.3
6879,2.4,-2.8
6880,3.4,-1.3
6881,4.3,0.2
6882,2.7,-1.4
6883,1.1,-3.1
6884,-0.5,-4.7
6885,-0.3,-4.5
6886,0.0,-4.3
6887,0.2,-4.1
6888,0.2,-4.0
6889,0.3,-3.9
6890,0.3,-3.8
6891,0.3,-3.7
6892,0.3,-3.5
6893,0.3,-3.4
6894,0.3,-3.3
6895,0.2,-3.1
6896,0.2,-3.0
6897,1.0,-1.9
6898,1.9,-0.7
6899,2.7,0.4
6900,3.3,1.4
6901,3.8,2.5
6902,4.4,3.5
6903,4.4,3.5
6904,4.3,3.6
6905,4.3,3.6
6906,3.7,2.4
6907,3.2,1.1
6908,2.6,-0.1
6909,2.6,-0.1
6910,2.7,0.0
6911,2.7,0.0
6912,2.7,0.2
6913,2.7,0.3
6914,2.7,0.5
6915,3.1,1.0
6916,3.5,1.5
6917,3.9,2.0
6918,4.3,1.5
6919,4.6,0.9
6920,5.0,0.4
6921,4.5,-0.1
6922,4.1,-0.7
6923,3.6,-1.2
6924,2.5,-1.9
6925,1.5,-2.7
6926,0.4,-3.4
6927,0.4,-3.3
6928,0.3,-3.3
6929,0.3,-3.2
6930,0.0,-3.5
6931,-0.3,-3.9
6932,-0.6,-4.2
6933,-0.7,-4.1
6934,-0.8,-3.9
6935,-0.9,-3.8
6936,-1.2,-4.4
6937,-1.4,-5.1
6938,-1.7,-5.7
6939,-2.0,-6.3
6940,-2.2,-6.9
6941,-2.5,-7.5
6942,-2.8,-7.8
6943,-3.0,-8.1
6944,-3.3,-8.4
6945,-3.2,-8.3
6946,-3.0,-8.1
6947,-2.9,-8.0
6948,-2.9,-8.1
6949,-2.9,-8.3
6950,-2.9,-8.4
6951,-3.1,-8.5
6952,-3.3,-8.6
6953,-3.5,-8.7
6954,-3.8,-8.8
6955,-4.2,-8.9
6956,-4.5,-9.0
6957,-4.5,-9.1
6958,-4.5,-9.3
6959,-4.5,-9.4
6960,-5.0,-10.1
6961,-5.5,-10.8
6962,-6.0,-11.5
6963,-6.3,-11.4
6964,-6.5,-11.3
6965,-6.8,-11.2
6966,-6.9,-11.0
6967,-7.0,-10.8
6968,-7.1,-10.6
6969,-6.6,-9.9
6970,-6.0,-9.3
6971,-5.5,-8.6
6972,-4.2,-7.3
6973,-2.9,-6.1
6974,-1.6,-4.8
6975,-1.2,-4.4
6976,-0.8,-4.1
6977,-0.4,-3.7
6978,-1.4,-5.2
6979,-2.5,-6.6
6980,-3.5,-8.1
6981,-3.8,-8.5
6982,-4.0,-9.0
6983,-4.3,-9.4
6984,-4.2,-9.1
6985,-4.0,-8.8
6986,-3.9,-8.5
6987,-3.7,-8.1
6988,-3.4,-7.8
6989,-3.2,-7.4
6990,-3.1,-7.2
6991,-3.0,-7.0
6992,-2.9,-6.8
6993,-2.0,-6.0
6994,-1.1,-5.1
6995,-0.2,-4.3
6996,0.8,-2.5
6997,1.8,-0.8
6998,2.8,1.0
6999,2.7,1.5
7000,2.6,2.0
7001,2.5,2.5
7002,1.7,1.3
7003,0.9,0.1
7004,0.1,-1.1
7005,0.1,-0.7
7006,0.2,-0.2
7007,0.2,0.2
7008,0.1,0.1
7009,0.1,0.1
7010,0.0,0.0
7011,0.0,0.0
7012,0.1,0.1
7013,0.1,0.1
7014,0.1,-0.4
7015,0.0,-0.9
7016,0.0,-1.4
7017,0.2,-1.5
7018,0.4,-1.5
7019,0.6,-1.6
7020,0.6,-2.2
7021,0.5,-2.7
7022,0.5,-3.3
7023,0.2,-3.8
7024,-0.1,-4.2
7025,-0.4,-4.7
7026,-0.6,-4.6
7027,-0.9,-4.4
7028,-1.1,-4.3
7029,-1.1,-4.3
7030,-1.0,-4.4
7031,-1.0,-4.4
7032,-1.0,-4.3
7033,-1.1,-4.3
7034,-1.1,-4.2
7035,-1.1,-4.2
7036,-1.1,-4.1
7037,-1.1,-4.1
7038,-1.4,-4.3
7039,-1.7,-4.5
7040,-2.0,-4.7
7041,-1.5,-4.4
7042,-0.9,-4.1
7043,-0.4,-3.8
7044,0.3,-3.3
7045,0.9,-2.9
7046,1.6,-2.4
7047,1.3,-2.7
7048,1.0,-2.9
7049,0.7,-3.2
7050,0.4,-3.2
7051,0.1,-3.2
7052,-0.2,-3.2
7053,0.1,-3.2
7054,0.4,-3.2
7055,0.7,-3.2
7056,-5.9,-12.1
7057,-5.8,-12.0
7058,-5.9,-12.2
7059,-5.5,-12.0
7060,-5.0,-11.6
7061,-7.1,-13.7
7062,-7.0,-13.6
7063,-6.8,-13.3
7064,-6.7,-13.2
7065,-6.3,-13.0
7066,-4.9,-11.6
7067,-3.0,-9.5
7068,-1.8,-8.3
7069,-0.5,-6.9
7070,0.6,-5.7
7071,1.0,-5.3
7072,3.6,-2.0
7073,3.5,-2.1
7074,0.9,-5.7
7075,0.9,-5.7
7076,0.3,-6.7
7077,-0.4,-7.7
7078,-1.2,-8.5
7079,-3.9,-13.1
7080,-6.1,-16.2
7081,-7.3,-17.6
7082,-8.0,-18.1
7083,-8.6,-18.5
7084,-9.7,-19.9
7085,-11.1,-21.7
7086,-12.2,-23.1
7087,-12.9,-23.9
7088,-13.7,-25.0
7089,-14.3,-25.9
7090,-14.9,-26.9
7091,-14.9,-26.9
7092,-14.9,-27.0
7093,-14.7,-26.7
7094,-14.2,-26.0
7095,-13.8,-24.7
7096,-13.3,-24.4
7097,-11.7,-21.7
7098,-11.4,-22.6
7099,-11.4,-22.7
7100,-12.9,-24.8
7101,-13.6,-25.3
7102,-14.5,-26.0
7103,-12.8,-23.7
7104,-15.7,-27.1
7105,-16.1,-27.2
7106,-13.6,-23.1
7107,-16.6,-26.7
7108,-16.6,-26.1
7109,-13.2,-18.4
7110,-16.4,-24.6
7111,-16.3,-23.5
7112,-13.8,-20.2
7113,-15.8,-15.8
7114,-15.4,-18.5
7115,-9.9,-17.1
7116,-13.4,-19.1
7117,-12.2,-18.3
7118,-6.4,-13.7
7119,-9.4,-15.4
7120,-8.3,-14.1
7121,-3.6,-9.8
7122,-6.3,-11.0
7123,-6.6,-11.1
7124,-4.7,-11.1
7125,-6.0,-11.4
7126,-5.2,-10.7
7127,-3.7,-9.9
7128,-3.9,-9.2
7129,-3.4,-8.8
7130,-3.5,-9.4
7131,-2.7,-8.3
7132,-1.9,-7.3
7133,-3.2,-8.8
7134,-0.9,-6.1
7135,-0.5,-5.5
7136,-3.5,-8.9
7137,0.1,-4.6
7138,1.2,-3.5
7139,-0.1,-4.8
7140,3.6,-0.7
7141,4.5,0.5
7142,4.7,1.3
7143,5.6,1.8
7144,5.7,2.0
7145,5.2,1.3
7146,4.9,0.8
7147,4.7,0.3
7148,4.2,-0.5
7149,4.3,-0.3
7150,4.4,-0.2
7151,4.0,-0.4
7152,3.3,-1.0
7153,2.8,-1.3
7154,2.5,-1.5
7155,2.3,-2.0
7156,2.1,-2.4
7157,1.6,-2.9
7158,1.4,-3.3
7159,1.2,-3.4
7160,0.9,-3.6
7161,0.8,-3.5
7162,1.2,-3.0
7163,2.1,-2.1
7164,2.5,-1.6
7165,3.1,-1.0
7166,3.3,-1.0
7167,3.0,-1.1
7168,2.3,-1.7
7169,2.0,-1.6
7170,1.5,-2.0
7171,1.1,-2.4
7172,0.9,-2.4
7173,0.9,-1.7
7174,0.6,-1.1
7175,0.3,-1.4
7176,-0.2,-3.0
7177,-0.5,-3.6
7178,-0.5,-4.0
7179,-0.3,-4.0
7180,-0.2,-3.9
7181,0.0,-3.9
7182,0.8,-3.3
7183,1.7,-2.8
7184,2.5,-2.2
7185,4.3,-0.3
7186,6.1,1.5
7187,7.9,3.4
7188,8.6,4.4
7189,9.4,5.4
7190,10.1,6.4
7191,10.1,6.5
7192,10.2,6.7
7193,10.2,6.8
7194,9.6,6.1
7195,8.9,5.3
7196,8.3,4.6
7197,7.2,3.0
7198,6.1,1.4
7199,5.0,-0.2
7200,4.2,-1.3
7201,3.5,-2.4
7202,2.7,-3.5
7203,2.5,-3.8
7204,2.2,-4.2
7205,2.0,-4.5
7206,1.2,-5.6
7207,0.4,-6.8
7208,-0.4,-7.9
7209,-0.4,-7.9
7210,-0.3,-7.8
7211,-0.3,-7.8
7212,0.2,-7.2
7213,0.6,-6.5
7214,1.1,-5.9
7215,1.3,-5.5
7216,1.5,-5.1
7217,1.7,-4.7
7218,1.0,-5.2
7219,0.3,-5.6
7220,-0.4,-6.1
7221,-0.5,-6.0
7222,-0.5,-5.9
7223,-0.6,-5.8
7224,-0.6,-5.7
7225,-0.7,-5.6
7226,-0.7,-5.5
7227,-0.5,-5.2
7228,-0.3,-5.0
7229,-0.1,-4.7
7230,-0.2,-4.5
7231,-0.3,-4.2
7232,-0.4,-4.0
7233,0.6,-2.8
7234,1.5,-1.5
7235,2.5,-0.3
7236,3.4,1.6
7237,4.4,3.4
7238,5.3,5.3
7239,4.7,4.0
7240,4.2,2.7
7241,3.6,1.4
7242,3.0,0.2
7243,2.4,-0.9
7244,1.8,-2.1
7245,1.9,-2.1
7246,2.0,-2.0
7247,2.1,-2.0
7248,2.1,-2.1
7249,2.0,-2.2
7250,2.0,-2.3
7251,2.3,-1.7
7252,2.5,-1.1
7253,2.8,-0.5
7254,3.8,0.4
7255,4.7,1.3
7256,5.7,2.2
7257,5.3,1.3
7258,5.0,0.4
7259,4.6,-0.5
7260,3.0,-2.1
7261,1.4,-3.7
7262,-0.2,-5.3
7263,-0.2,-5.3
7264,-0.2,-5.2
7265,-0.2,-5.2
7266,-0.4,-4.9
7267,-0.7,-4.7
7268,-0.9,-4.4
7269,-0.9,-4.8
7270,-1.0,-5.1
7271,-1.0,-5.5
7272,-1.4,-6.1
7273,-1.7,-6.6
7274,-2.1,-7.2
7275,-2.4,-7.6
7276,-2.6,-8.0
7277,-2.9,-8.4
7278,-3.2,-8.8
7279,-3.5,-9.2
7280,-3.8,-9.6
7281,-3.9,-9.8
7282,-3.9,-9.9
7283,-4.0,-10.1
7284,-4.0,-10.0
7285,-4.0,-10.0
7286,-4.0,-9.9
7287,-4.3,-10.0
7288,-4.5,-10.1
7289,-4.8,-10.2
7290,-4.7,-10.0
7291,-4.6,-9.7
7292,-4.5,-9.5
7293,-4.3,-9.2
7294,-4.2,-8.9
7295,-4.0,-8.6
7296,-4.4,-9.4
7297,-4.7,-10.2
7298,-5.1,-11.0
7299,-5.6,-11.5
7300,-6.1,-11.9
7301,-6.6,-12.4
7302,-6.9,-12.4
7303,-7.1,-12.3
7304,-7.4,-12.3
7305,-7.0,-11.7
7306,-6.6,-11.1
7307,-6.2,-10.5
7308,-5.5,-9.7
7309,-4.7,-9.0
7310,-4.0,-8.2
7311,-3.3,-7.3
7312,-2.7,-6.4
7313,-2.0,-5.5
7314,-3.2,-7.3
7315,-4.3,-9.0
7316,-5.5,-10.8
7317,-5.5,-10.8
7318,-5.6,-10.9
7319,-5.6,-10.9
7320,-5.5,-10.7
7321,-5.5,-10.6
7322,-5.4,-10.4
7323,-5.1,-10.2
7324,-4.8,-10.0
7325,-4.5,-9.8
7326,-4.5,-10.0
7327,-4.5,-10.2
7328,-4.5,-10.4
7329,-3.2,-8.9
7330,-1.9,-7.4
7331,-0.6,-5.9
7332,0.2,-4.8
7333,1.1,-3.7
7334,1.9,-2.6
7335,1.8,-2.6
7336,1.8,-2.5
7337,1.7,-2.5
7338,0.9,-3.4
7339,0.2,-4.2
7340,-0.6,-5.1
7341,-0.6,-5.0
7342,-0.7,-4.8
7343,-0.7,-4.7
7344,-0.8,-4.4
7345,-0.8,-4.1
7346,-0.9,-3.8
7347,-1.0,-3.5
7348,-1.0,-3.2
7349,-1.1,-2.9
7350,-1.1,-2.8
7351,-1.0,-2.7
7352,-1.0,-2.6
7353,-0.6,-2.9
7354,-0.2,-3.2
7355,0.2,-3.5
7356,0.1,-3.9
7357,0.0,-4.4
7358,-0.1,-4.8
7359,-0.4,-5.0
7360,-0.6,-5.3
7361,-0.9,-5.5
7362,-0.9,-5.4
7363,-1.0,-5.4
7364,-1.0,-5.3
7365,-1.0,-5.3
7366,-0.9,-5.3
7367,-0.9,-5.3
7368,-1.0,-5.4
7369,-1.2,-5.5
7370,-1.3,-5.6
7371,-1.5,-5.6
7372,-1.7,-5.5
7373,-1.9,-5.5
7374,-2.0,-5.8
7375,-2.2,-6.2
7376,-2.3,-6.5
7377,-1.7,-6.0
7378,-1.1,-5.5
7379,-0.5,-5.0
7380,0.1,-4.1
7381,0.7,-3.3
7382,1.3,-2.4
7383,1.8,-1.4
7384,2.4,-0.3
7385,2.9,0.7
7386,1.9,-0.4
7387,0.9,-1.6
7388,-0.1,-2.7
7389,-0.1,-3.1
7390,-0.1,-3.4
7391,-0.1,-3.8
7392,-5.8,-11.8
7393,-5.9,-12.0
7394,-5.9,-12.0
7395,-5.5,-11.9
7396,-4.9,-11.4
7397,-7.1,-13.5
7398,-7.0,-13.5
7399,-6.8,-13.2
7400,-6.7,-13.1
7401,-6.3,-12.9
7402,-4.8,-11.4
7403,-3.0,-9.5
7404,-1.7,-8.1
7405,-0.4,-6.8
7406,0.6,-5.7
7407,1.1,-5.2
7408,3.7,-1.8
7409,3.5,-2.0
7410,0.7,-5.9
7411,0.7,-5.9
7412,0.2,-6.7
7413,-0.5,-7.7
7414,-1.2,-8.3
7415,-3.9,-12.8
7416,-6.3,-16.2
7417,-7.6,-17.6
7418,-8.3,-18.2
7419,-8.8,-18.4
7420,-9.7,-19.6
7421,-10.9,-21.0
7422,-12.1,-22.6
7423,-12.9,-23.5
7424,-13.7,-24.6
7425,-14.4,-25.7
7426,-14.9,-26.5
7427,-14.9,-26.6
7428,-14.9,-26.7
7429,-14.6,-26.2
7430,-14.2,-25.6
7431,-14.1,-25.0
7432,-13.6,-24.5
7433,-11.8,-21.5
7434,-11.9,-22.8
7435,-11.9,-23.0
7436,-13.2,-24.7
7437,-13.5,-24.8
7438,-14.6,-25.8
7439,-12.9,-23.3
7440,-15.8,-26.8
7441,-16.1,-26.8
7442,-13.5,-22.3
7443,-16.6,-26.3
7444,-16.7,-25.9
7445,-13.3,-17.4
7446,-16.5,-24.4
7447,-16.3,-23.0
7448,-13.7,-20.0
7449,-15.9,-15.9
7450,-15.5,-19.2
7451,-9.5,-16.4
7452,-13.5,-19.3
7453,-12.2,-18.2
7454,-6.5,-13.7
7455,-9.0,-14.8
7456,-7.8,-13.5
7457,-3.6,-9.7
7458,-6.5,-10.9
7459,-7.0,-11.2
7460,-4.6,-10.8
7461,-6.0,-11.1
7462,-5.1,-10.4
7463,-3.6,-9.6
7464,-3.9,-9.0
7465,-3.3,-8.7
7466,-3.3,-9.1
7467,-2.6,-8.1
7468,-1.7,-6.9
7469,-3.0,-8.4
7470,-0.8,-5.9
7471,-0.5,-5.4
7472,-3.4,-8.6
7473,0.1,-4.6
7474,1.3,-3.3
7475,0.8,-3.6
7476,3.6,-0.7
7477,4.5,0.4
7478,5.6,2.4
7479,5.5,1.6
7480,5.5,1.6
7481,4.9,0.8
7482,4.5,0.2
7483,4.3,-0.2
7484,4.1,-0.6
7485,4.2,-0.4
7486,4.4,-0.2
7487,3.8,-0.6
7488,3.3,-0.9
7489,2.8,-1.2
7490,2.5,-1.5
7491,2.3,-2.0
7492,2.0,-2.4
7493,1.6,-2.9
7494,1.3,-3.5
7495,1.1,-3.5
7496,0.7,-3.7
7497,0.7,-3.5
7498,1.2,-2.9
7499,2.0,-2.2
7500,2.4,-1.7
7501,3.0,-1.1
7502,3.3,-1.0
7503,2.9,-1.0
7504,2.8,-0.9
7505,2.5,-0.8
7506,1.2,-2.2
7507,0.8,-2.6
7508,0.7,-2.3
7509,0.6,-1.9
7510,0.2,-1.5
7511,-0.1,-2.0
7512,-0.5,-3.3
7513,-0.7,-3.8
7514,-0.7,-4.2
7515,-0.5,-4.1
7516,-0.4,-4.0
7517,-0.2,-3.9
7518,0.7,-3.3
7519,1.7,-2.7
7520,2.6,-2.1
7521,4.4,-0.3
7522,6.1,1.6
7523,7.9,3.4
7524,8.6,4.4
7525,9.4,5.4
7526,10.1,6.4
7527,10.1,6.5
7528,10.1,6.6
7529,10.1,6.7
7530,9.5,6.0
7531,8.9,5.3
7532,8.3,4.6
7533,7.1,2.8
7534,5.8,1.1
7535,4.6,-0.7
7536,3.9,-1.7
7537,3.1,-2.8
7538,2.4,-3.8
7539,2.2,-4.1
7540,1.9,-4.5
7541,1.7,-4.8
7542,0.9,-5.9
7543,0.1,-7.0
7544,-0.7,-8.1
7545,-0.6,-8.0
7546,-0.6,-8.0
7547,-0.5,-7.9
7548,0.0,-7.2
7549,0.5,-6.6
7550,1.0,-5.9
7551,1.2,-5.5
7552,1.3,-5.2
7553,1.5,-4.8
7554,0.8,-5.3
7555,0.0,-5.7
7556,-0.7,-6.2
7557,-0.8,-6.1
7558,-0.8,-6.1
7559,-0.9,-6.0
7560,-0.9,-5.9
7561,-0.8,-5.7
7562,-0.8,-5.6
7563,-0.6,-5.3
7564,-0.4,-5.1
7565,-0.2,-4.8
7566,-0.4,-4.6
7567,-0.5,-4.4
7568,-0.7,-4.2
7569,0.3,-2.9
7570,1.3,-1.7
7571,2.3,-0.4
7572,3.3,1.5
7573,4.3,3.4
7574,5.3,5.3
7575,4.7,4.0
7576,4.1,2.7
7577,3.5,1.4
7578,2.9,0.3
7579,2.4,-0.9
7580,1.8,-2.0
7581,2.0,-1.8
7582,2.1,-1.7
7583,2.3,-1.5
7584,2.2,-1.6
7585,2.1,-1.8
7586,2.0,-1.9
7587,2.3,-1.3
7588,2.5,-0.8
7589,2.8,-0.2
7590,3.9,0.7
7591,5.0,1.6
7592,6.1,2.5
7593,5.5,1.4
7594,5.0,0.4
7595,4.4,-0.7
7596,2.8,-2.3
7597,1.2,-3.9
7598,-0.4,-5.5
7599,-0.4,-5.4
7600,-0.4,-5.4
7601,-0.4,-5.3
7602,-0.6,-5.0
7603,-0.8,-4.6
7604,-1.0,-4.3
7605,-0.9,-4.5
7606,-0.9,-4.8
7607,-0.8,-5.0
7608,-1.3,-5.7
7609,-1.7,-6.5
7610,-2.2,-7.2
7611,-2.5,-7.6
7612,-2.7,-8.0
7613,-3.0,-8.4
7614,-3.3,-8.8
7615,-3.6,-9.1
7616,-3.9,-9.5
7617,-3.9,-9.7
7618,-4.0,-9.8
7619,-4.0,-10.0
7620,-4.0,-9.9
7621,-4.0,-9.9
7622,-4.0,-9.8
7623,-4.1,-9.8
7624,-4.3,-9.8
7625,-4.4,-9.8
7626,-4.5,-9.7
7627,-4.6,-9.6
7628,-4.7,-9.5
7629,-4.6,-9.2
7630,-4.4,-8.9
7631,-4.3,-8.6
7632,-4.6,-9.3
7633,-4.8,-10.1
7634,-5.1,-10.8
7635,-5.6,-11.2
7636,-6.0,-11.6
7637,-6.5,-12.0
7638,-6.8,-12.0
7639,-7.2,-12.1
7640,-7.5,-12.1
7641,-7.1,-11.5
7642,-6.7,-11.0
7643,-6.3,-10.4
7644,-5.7,-9.8
7645,-5.1,-9.3
7646,-4.5,-8.7
7647,-4.2,-8.3
7648,-3.9,-7.8
7649,-3.6,-7.4
7650,-4.2,-8.5
7651,-4.9,-9.6
7652,-5.5,-10.7
7653,-5.5,-10.7
7654,-5.5,-10.7
7655,-5.5,-10.7
7656,-5.5,-10.6
7657,-5.5,-10.4
7658,-5.5,-10.3
7659,-5.2,-10.1
7660,-5.0,-9.9
7661,-4.7,-9.7
7662,-4.7,-9.9
7663,-4.7,-10.1
7664,-4.7,-10.3
7665,-3.4,-8.8
7666,-2.1,-7.4
7667,-0.8,-5.9
7668,0.1,-4.8
7669,1.0,-3.6
7670,1.9,-2.5
7671,2.1,-2.1
7672,2.2,-1.8
7673,2.4,-1.4
7674,1.5,-2.5
7675,0.5,-3.5
7676,-0.4,-4.6
7677,-0.5,-4.6
7678,-0.7,-4.5
7679,-0.8,-4.5
7680,-0.8,-4.2
7681,-0.9,-3.8
7682,-0.9,-3.5
7683,-1.0,-3.2
7684,-1.1,-2.9
7685,-1.2,-2.6
7686,-1.1,-2.5
7687,-1.1,-2.3
7688,-1.0,-2.2
7689,-0.6,-2.6
7690,-0.3,-3.0
7691,0.1,-3.4
7692,0.2,-3.6
7693,0.2,-3.9
7694,0.3,-4.1
7695,0.0,-4.4
7696,-0.3,-4.7
7697,-0.6,-5.0
7698,-0.8,-5.1
7699,-0.9,-5.1
7700,-1.1,-5.2
7701,-1.0,-5.1
7702,-1.0,-5.1
7703,-0.9,-5.0
7704,-1.1,-5.2
7705,-1.3,-5.5
7706,-1.5,-5.7
7707,-1.8,-5.6
7708,-2.1,-5.6
7709,-2.4,-5.5
7710,-2.5,-5.9
7711,-2.7,-6.3
7712,-2.8,-6.7
7713,-2.0,-6.0
7714,-1.1,-5.4
7715,-0.3,-4.7
7716,0.4,-3.8
7717,1.0,-2.8
7718,1.7,-1.9
7719,1.9,-1.3
7720,2.1,-0.8
7721,2.3,-0.2
7722,1.4,-1.1
7723,0.4,-2.0
7724,-0.5,-2.9
7725,-0.5,-3.3
7726,-0.5,-3.8
7727,-0.5,-4.2
8064,-4.9,-11.2
8065,-4.8,-11.1
8066,-4.8,-11.1
8067,-4.8,-11.3
8068,-4.4,-11.1
8069,-6.0,-12.7
8070,-6.0,-12.7
8071,-5.9,-12.5
8072,-5.8,-12.5
8073,-5.6,-12.5
8074,-4.6,-11.5
8075,-3.0,-9.7
8076,-1.9,-8.6
8077,-0.7,-7.3
8078,0.4,-6.1
8079,1.0,-5.4
8080,3.8,-1.8
8081,2.6,-3.3
8082,1.2,-5.5
8083,1.2,-5.5
8084,0.9,-6.1
8085,0.0,-7.5
