,Temp_c,Dew_point_c
9876,4.7,-0.8
9877,5.3,0.0
9878,6.0,0.8
9879,6.4,1.4
9880,6.7,2.1
9881,7.1,2.7
9882,7.0,2.7
9883,6.9,2.7
9884,6.8,2.7
9885,7.0,3.0
9886,7.3,3.3
9887,7.5,3.6
9888,6.1,1.8
9889,4.7,-0.1
9890,3.3,-1.9
9891,3.0,-2.3
9892,2.6,-2.7
9893,2.3,-3.1
9894,1.6,-4.1
9895,0.9,-5.2
9896,0.2,-6.2
9897,0.0,-6.6
9898,-0.3,-7.0
9899,-0.5,-7.4
9900,-0.3,-7.2
9901,-0.1,-6.9
9902,0.1,-6.7
9903,0.2,-6.5
9904,0.4,-6.2
9905,0.5,-6.0
9906,0.1,-6.1
9907,-0.2,-6.3
9908,-0.6,-6.4
9909,-0.7,-6.2
9910,-0.8,-5.9
9911,-0.9,-5.7
9912,-1.2,-5.9
9913,-1.4,-6.2
9914,-1.7,-6.4
9915,-1.7,-6.3
9916,-1.7,-6.1
9917,-1.7,-6.0
9918,-1.7,-5.5
9919,-1.7,-5.1
9920,-1.7,-4.6
9921,-0.6,-3.7
9922,0.4,-2.7
9923,1.5,-1.8
9924,2.4,-0.4
9925,3.4,1.1
9926,4.3,2.5
9927,4.5,3.3
9928,4.6,4.0
9929,4.8,4.8
9930,3.5,2.8
9931,2.1,0.7
9932,0.8,-1.3
9933,0.9,-1.3
9934,0.9,-1.4
9935,1.0,-1.4
9936,1.3,-1.4
9937,1.6,-1.5
9938,1.9,-1.5
9939,2.0,-1.4
9940,2.1,-1.2
9941,2.2,-1.1
9942,2.4,-0.7
9943,2.7,-0.4
9944,2.9,0.0
9945,3.8,0.7
9946,4.8,1.5
9947,5.7,2.2
9948,5.2,1.4
9949,4.8,0.7
9950,4.3,-0.1
9951,2.7,-2.1
9952,1.0,-4.2
9953,-0.6,-6.2
9954,-1.2,-6.7
9955,-1.7,-7.3
9956,-2.3,-7.8
9957,-2.4,-7.6
9958,-2.5,-7.3
9959,-2.6,-7.1
9960,-2.6,-7.1
9961,-2.7,-7.0
9962,-2.7,-7.0
9963,-2.9,-7.2
9964,-3.2,-7.5
9965,-3.4,-7.7
9966,-3.6,-8.1
9967,-3.9,-8.4
9968,-4.1,-8.8
9969,-4.0,-8.7
9970,-3.8,-8.6
9971,-3.7,-8.5
9972,-3.3,-8.1
9973,-2.8,-7.7
9974,-2.4,-7.3
9975,-2.6,-7.7
9976,-2.8,-8.2
9977,-3.0,-8.6
9978,-3.8,-9.5
9979,-4.5,-10.5
9980,-5.3,-11.4
9981,-5.6,-11.7
9982,-6.0,-11.9
9983,-6.3,-12.2
9984,-6.5,-12.4
9985,-6.6,-12.6
9986,-6.8,-12.8
9987,-6.9,-12.9
9988,-7.1,-13.0
9989,-7.2,-13.1
9990,-7.5,-13.2
9991,-7.9,-13.4
9992,-8.2,-13.5
9993,-7.8,-13.0
9994,-7.3,-12.4
9995,-6.9,-11.9
9996,-5.7,-10.4
9997,-4.4,-8.8
9998,-3.2,-7.3
9999,-2.4,-5.8
10000,-1.6,-4.2
10001,-0.8,-2.7
10002,-2.1,-4.1
10003,-3.3,-5.6
10004,-4.6,-7.0
10005,-4.6,-7.2
10006,-4.7,-7.3
10007,-4.7,-7.5
10008,-4.9,-7.8
10009,-5.0,-8.1
10010,-5.2,-8.4
10011,-5.0,-8.5
10012,-4.9,-8.5
10013,-4.7,-8.6
10014,-4.8,-9.0
10015,-4.8,-9.5
10016,-4.9,-9.9
10017,-3.7,-8.7
10018,-2.5,-7.4
10019,-1.3,-6.2
10020,-1.0,-5.8
10021,-0.8,-5.4
10022,-0.5,-5.0
10023,-0.6,-5.0
10024,-0.8,-5.0
10025,-0.9,-5.0
10026,-1.1,-5.4
10027,-1.2,-5.7
10028,-1.4,-6.1
10029,-1.5,-5.7
10030,-1.5,-5.2
10031,-1.6,-4.8
10032,-1.8,-4.5
10033,-2.1,-4.3
10034,-2.3,-4.0
10035,-2.2,-4.0
10036,-2.2,-4.0
10037,-2.1,-4.0
10038,-2.1,-4.0
10039,-2.0,-3.9
10040,-2.0,-3.9
10041,-1.5,-3.5
10042,-1.1,-3.0
10043,-0.6,-2.6
10044,-0.1,-2.2
10045,0.3,-1.7
10046,0.8,-1.3
10047,0.7,-2.1
10048,0.6,-3.0
10049,0.5,-3.8
10050,-0.1,-4.6
10051,-0.8,-5.4
10052,-1.4,-6.2
10053,-1.6,-6.6
10054,-1.7,-7.0
10055,-1.9,-7.4
10056,-2.0,-7.1
10057,-2.2,-6.7
10058,-2.3,-6.4
10059,-2.4,-6.8
10060,-2.6,-7.1
10061,-2.7,-7.5
10062,-2.6,-7.4
10063,-2.6,-7.2
10064,-2.5,-7.1
10065,-1.9,-6.5
10066,-1.4,-6.0
10067,-0.8,-5.4
10068,-0.2,-4.6
10069,0.3,-3.7
10070,0.9,-2.9
10071,1.0,-2.5
10072,1.2,-2.1
10073,1.3,-1.7
10074,0.3,-2.5
10075,-0.8,-3.2
10076,-1.8,-4.0
10077,-1.8,-4.4
10078,-1.7,-4.8
10079,-1.7,-5.2
11088,-6.5,-11.6
11089,-6.5,-11.7
11090,-6.7,-11.9
11091,-6.6,-12.0
11092,-6.1,-11.9
11093,-7.5,-13.2
11094,-7.2,-13.1
11095,-6.9,-12.8
11096,-6.8,-12.7
11097,-6.5,-12.4
11098,-5.3,-11.0
11099,-3.3,-8.7
11100,-2.0,-7.5
11101,-0.9,-6.4
11102,-0.1,-5.7
11103,0.6,-5.1
11104,0.9,-4.7
11105,0.9,-4.4
11106,0.1,-5.6
11107,-0.2,-6.2
11108,-0.7,-6.7
11109,-0.7,-6.8
11110,-0.5,-6.8
11111,-1.4,-8.2
11112,-3.9,-12.2
11113,-5.7,-14.5
11114,-6.9,-16.0
11115,-8.1,-17.4
11116,-9.9,-19.8
11117,-11.6,-21.9
11118,-12.8,-23.1
11119,-13.5,-23.8
11120,-14.3,-24.9
11121,-14.8,-25.6
11122,-15.0,-25.9
11123,-14.9,-25.9
11124,-15.0,-26.1
11125,-14.9,-26.2
11126,-15.1,-26.6
11127,-15.3,-26.4
11128,-14.8,-25.6
11129,-12.7,-22.9
11130,-14.1,-24.7
11131,-13.7,-24.4
11132,-14.0,-25.1
11133,-15.9,-28.0
11134,-17.5,-29.6
11135,-16.2,-27.6
11136,-19.4,-30.8
11137,-19.6,-30.7
11138,-17.4,-27.4
11139,-19.7,-30.1
11140,-19.7,-29.8
11141,-17.3,-24.0
11142,-19.4,-28.5
11143,-19.3,-27.5
11144,-16.0,-19.5
11145,-19.0,-23.9
11146,-18.1,-22.4
11147,-12.3,-18.9
11148,-15.5,-20.5
11149,-14.4,-19.6
11150,-8.4,-14.8
11151,-12.1,-17.8
11152,-11.0,-16.7
11153,-6.3,-12.5
11154,-9.2,-14.8
11155,-9.4,-15.8
11156,-6.4,-13.4
11157,-8.4,-15.8
11158,-7.7,-15.4
11159,-5.7,-12.9
11160,-6.4,-14.2
11161,-5.8,-13.6
11162,-5.3,-12.0
11163,-5.3,-13.1
11164,-5.1,-12.8
11165,-5.8,-12.5
11166,-4.4,-11.6
11167,-4.0,-10.8
11168,-4.9,-10.9
11169,-2.6,-8.6
11170,-1.1,-6.8
11171,-0.8,-5.6
11172,1.1,-4.3
11173,2.0,-3.2
11174,2.6,-1.0
11175,3.3,-1.6
11176,3.6,-1.3
11177,3.3,-1.8
11178,2.9,-2.2
11179,2.9,-2.2
11180,2.4,-2.6
11181,2.6,-2.2
11182,2.3,-2.3
11183,2.2,-2.0
11184,2.0,-1.8
11185,2.2,-1.3
11186,2.6,-1.1
11187,2.7,-0.7
11188,2.2,-0.7
11189,2.1,-1.0
11190,1.8,-2.1
11191,1.6,-2.4
11192,1.1,-3.0
11193,0.7,-3.1
11194,0.8,-2.8
11195,1.3,-2.4
11196,1.7,-2.2
11197,2.0,-1.6
11198,2.8,-0.9
11199,2.8,-1.0
11200,2.9,-0.7
11201,2.5,-0.8
11202,0.4,-2.5
11203,-0.7,-3.0
11204,-1.1,-3.3
11205,-1.4,-3.7
11206,-1.5,-3.3
11207,-1.3,-2.9
11208,-1.3,-3.6
11209,-1.3,-4.1
11210,-1.5,-4.6
11211,-1.4,-4.6
11212,-1.2,-4.7
11213,-1.1,-4.7
11214,-0.5,-4.5
11215,0.2,-4.4
11216,0.8,-4.2
11217,1.9,-3.4
11218,2.9,-2.5
11219,4.0,-1.7
11220,4.6,-0.9
11221,5.3,-0.1
11222,5.9,0.7
11223,6.4,1.5
11224,6.8,2.3
11225,7.3,3.1
11226,7.2,3.1
11227,7.0,3.0
11228,6.9,3.0
11229,7.0,3.1
11230,7.2,3.2
11231,7.3,3.3
11232,5.9,1.5
11233,4.6,-0.3
11234,3.2,-2.1
11235,2.8,-2.5
11236,2.5,-3.0
11237,2.1,-3.4
11238,1.4,-4.4
11239,0.8,-5.4
11240,0.1,-6.4
11241,-0.2,-6.8
11242,-0.4,-7.3
11243,-0.7,-7.7
11244,-0.5,-7.4
11245,-0.2,-7.1
11246,0.0,-6.8
11247,0.1,-6.6
11248,0.2,-6.3
11249,0.3,-6.1
11250,0.0,-6.2
11251,-0.4,-6.4
11252,-0.7,-6.5
11253,-0.9,-6.4
11254,-1.0,-6.2
11255,-1.2,-6.1
11256,-1.4,-6.2
11257,-1.6,-6.4
11258,-1.8,-6.5
11259,-1.8,-6.3
11260,-1.8,-6.2
11261,-1.8,-6.0
11262,-1.8,-5.6
11263,-1.8,-5.1
11264,-1.8,-4.7
11265,-0.6,-3.6
11266,0.6,-2.5
11267,1.8,-1.4
11268,2.5,-0.1
11269,3.3,1.1
11270,4.0,2.4
11271,4.0,3.0
11272,4.1,3.5
11273,4.1,4.1
11274,3.0,2.3
11275,1.9,0.5
11276,0.8,-1.3
11277,0.8,-1.5
11278,0.7,-1.7
11279,0.7,-1.9
11280,1.0,-1.8
11281,1.4,-1.8
11282,1.7,-1.7
11283,1.9,-1.4
11284,2.2,-1.2
11285,2.4,-0.9
11286,2.5,-0.7
11287,2.6,-0.4
11288,2.7,-0.2
11289,3.7,0.5
11290,4.6,1.2
11291,5.6,1.9
11292,5.1,1.1
11293,4.5,0.2
11294,4.0,-0.6
11295,2.3,-2.6
11296,0.7,-4.7
11297,-1.0,-6.7
11298,-1.5,-7.1
11299,-1.9,-7.5
11300,-2.4,-7.9
11301,-2.4,-7.5
11302,-2.4,-7.2
11303,-2.4,-6.8
11304,-2.5,-6.9
11305,-2.6,-6.9
11306,-2.7,-7.0
11307,-3.0,-7.3
11308,-3.2,-7.6
11309,-3.5,-7.9
11310,-3.7,-8.3
11311,-4.0,-8.7
11312,-4.2,-9.1
11313,-4.1,-9.0
11314,-3.9,-8.9
11315,-3.8,-8.8
11316,-3.4,-8.4
11317,-2.9,-8.0
11318,-2.5,-7.6
11319,-2.9,-8.2
11320,-3.2,-8.8
11321,-3.6,-9.4
11322,-4.3,-10.2
11323,-4.9,-11.0
11324,-5.6,-11.8
11325,-5.8,-11.9
11326,-5.9,-11.9
11327,-6.1,-12.0
11328,-6.3,-12.2
11329,-6.5,-12.4
11330,-6.7,-12.6
11331,-6.9,-12.8
11332,-7.0,-12.9
11333,-7.2,-13.1
11334,-7.5,-13.1
11335,-7.8,-13.2
11336,-8.1,-13.2
11337,-7.6,-12.7
11338,-7.1,-12.1
11339,-6.6,-11.6
11340,-4.9,-9.5
11341,-3.2,-7.3
11342,-1.5,-5.2
11343,-1.8,-5.0
11344,-2.0,-4.8
11345,-2.3,-4.6
11346,-3.1,-5.5
11347,-3.9,-6.4
11348,-4.7,-7.3
11349,-4.8,-7.5
11350,-4.9,-7.8
11351,-5.0,-8.0
11352,-5.1,-8.2
11353,-5.3,-8.4
11354,-5.4,-8.6
11355,-5.2,-8.6
11356,-5.0,-8.6
11357,-4.8,-8.6
11358,-4.7,-8.9
11359,-4.7,-9.1
11360,-4.6,-9.4
11361,-3.6,-8.4
11362,-2.5,-7.4
11363,-1.5,-6.4
11364,-1.1,-5.8
11365,-0.6,-5.1
11366,-0.2,-4.5
11367,-0.3,-4.5
11368,-0.5,-4.4
11369,-0.6,-4.4
11370,-0.8,-4.9
11371,-1.1,-5.3
11372,-1.3,-5.8
11373,-1.4,-5.5
11374,-1.6,-5.1
11375,-1.7,-4.8
11376,-1.8,-4.5
11377,-2.0,-4.1
11378,-2.1,-3.8
11379,-2.1,-3.8
11380,-2.0,-3.9
11381,-2.0,-3.9
11382,-2.1,-4.0
11383,-2.1,-4.0
11384,-2.2,-4.1
11385,-1.7,-3.8
11386,-1.3,-3.4
11387,-0.8,-3.1
11388,-0.3,-2.6
11389,0.1,-2.1
11390,0.6,-1.6
11391,0.6,-2.3
11392,0.5,-3.1
11393,0.5,-3.8
11394,-0.2,-4.7
11395,-0.9,-5.7
11396,-1.6,-6.6
11397,-1.8,-7.0
11398,-2.0,-7.3
11399,-2.2,-7.7
11400,-2.3,-7.2
11401,-2.3,-6.8
11402,-2.4,-6.3
11403,-2.5,-6.6
11404,-2.5,-7.0
11405,-2.6,-7.3
11406,-2.5,-7.2
11407,-2.5,-7.2
11408,-2.4,-7.1
11409,-1.8,-6.5
11410,-1.2,-5.8
11411,-0.6,-5.2
11412,0.0,-4.3
11413,0.5,-3.5
11414,1.1,-2.6
11415,1.2,-2.2
11416,1.3,-1.9
11417,1.4,-1.5
11418,0.3,-2.5
11419,-0.9,-3.4
11420,-2.0,-4.4
11421,-1.9,-4.6
11422,-1.7,-4.7
11423,-1.6,-4.9
